;Cuivre;DVarS;Chelateur
VAESTLR12016_v1_11468|ID:85465685|zapC|;0;1,14019607961021;0
VAESTLR12016_v1_20761|ID:85467921|;0;1,14863278735893;0
VAESTLR12016_v1_10934|ID:85465151|motY|;0;1,14916123801631;0
VAESTLR12016_v1_20732|ID:85467892|rplT|;0;1,15101750381584;0
VAESTLR12016_v1_12218|ID:85466435|flaE|;0;1,1522594268939;0
VAESTLR12016_v1_20296|ID:85467456|;0;1,15318168881951;0
VAESTLR12016_v1_20532|ID:85467692|gltS|;0;1,05530907513001;0
VAESTLR12016_v1_21103|ID:85468263|;0;1,06575583828986;0
VAESTLR12016_v1_20004|ID:85467164|fhs|;0;1,03949058943625;0
VAESTLR12016_v1_12546|ID:85466763|rlmD|;0;1,04237804776061;0
VAESTLR12016_v1_12143|ID:85466360|fleN|;0;1,04318254387067;0
VAESTLR12016_v1_10083|ID:85464300|avtA|;0;1,0309512854743;0
VAESTLR12016_v1_10731|ID:85464948|iscR|;0;1,02459310396899;0
VAESTLR12016_v1_20414|ID:85467574|;0;1,02179544870164;0
VAESTLR12016_v1_20014|ID:85467174|;0;1,02209092681915;0
VAESTLR12016_v1_12251|ID:85466468|prs|;0;1,10595036865901;0
VAESTLR12016_v1_12051|ID:85466268|;0;1,10832358463464;0
VAESTLR12016_v1_11929|ID:85466146|;0;1,10867032192252;0
VAESTLR12016_v1_11069|ID:85465286|lapA|;0;1,12059845780948;0
VAESTLR12016_v1_12813|ID:85467030|zapB|;0;1,11699224593405;0
VAESTLR12016_v1_12763|ID:85466980|oxyR|;0;1,1149485765703;0
VAESTLR12016_v1_12864|ID:85467081|purH|;0;1,1140597199535;0
VAESTLR12016_v1_11933|ID:85466150|ynfK|;0;1,11422584990916;0
VAESTLR12016_v1_20494|ID:85467654|;0;1,0754741603222;0
VAESTLR12016_v1_20495|ID:85467655|;0;1,08006792345603;0
VAESTLR12016_v1_12782|ID:85466999|frdD|;0;1,08449016447134;0
VAESTLR12016_v1_11825|ID:85466042|uvrY|;0;1,09395718275033;0
VAESTLR12016_v1_20216|ID:85467376|;0;1,09164379577542;0
VAESTLR12016_v1_20236|ID:85467396|;0;1,09263634548036;0
VAESTLR12016_v1_12257|ID:85466474|flaC|;0;1,0995431697453;0
VAESTLR12016_v1_12549|ID:85466766|pdxJ|;0;1,09677828692326;0
VAESTLR12016_v1_20241|ID:85467401|;0;1,0972815853395;0
VAESTLR12016_v1_11644|ID:85465861|;0;0,956292727755953;0
VAESTLR12016_v1_12687|ID:85466904|;0;0,959945074943246;0
VAESTLR12016_v1_10830|ID:85465047|gcvA|;0;0,950849929157742;0
VAESTLR12016_v1_12780|ID:85466997|frdB|;0;0,95292474741627;0
VAESTLR12016_v1_11186|ID:85465403|;0;0,953075455043751;0
VAESTLR12016_v1_20523|ID:85467683|;0;0,967292100274519;0
VAESTLR12016_v1_11605|ID:85465822|;0;0,970873823081109;0
VAESTLR12016_v1_12541|ID:85466758|cca|;0;0,971062032692849;0
VAESTLR12016_v1_12548|ID:85466765|acpS|;0;0,973304388198837;0
VAESTLR12016_v1_12065|ID:85466282|;0;0,975396579549732;0
VAESTLR12016_v1_12292|ID:85466509|purN|;0;0,975593465891501;0
VAESTLR12016_v1_11871|ID:85466088|;0;1,00905117305769;0
VAESTLR12016_v1_20731|ID:85467891|rpmI|;0;1,00660147791429;0
VAESTLR12016_v1_11013|ID:85465230|;0;1,00738182920244;0
VAESTLR12016_v1_12781|ID:85466998|frdC|;0;0,994758587406132;0
VAESTLR12016_v1_12519|ID:85466736|yhcB|;0;0,996365282963679;0
VAESTLR12016_v1_10702|ID:85464919|;0;0,999748721349876;0
VAESTLR12016_v1_10730|ID:85464947|trmJ|;0;1,00004928939621;0
VAESTLR12016_v1_20231|ID:85467391|;0;0,990989692254466;0
VAESTLR12016_v1_10576|ID:85464793|hrpB|;0;0,992958553277658;0
VAESTLR12016_v1_10992|ID:85465209|btuR|;0;0,98855377703763;0
VAESTLR12016_v1_10168|ID:85464385|lexA|;0;0,986758265432525;0
VAESTLR12016_v1_12274|ID:85466491|;0;0,987351831213312;0
VAESTLR12016_v1_11070|ID:85465287|lapB|;0;0,904463962008358;0
VAESTLR12016_v1_11098|ID:85465315|;0;0,906419281082501;0
VAESTLR12016_v1_20240|ID:85467400|;0;0,910638674086307;0
VAESTLR12016_v1_10846|ID:85465063|;0;0,91159573366856;0
VAESTLR12016_v1_12250|ID:85466467|ispE|;0;0,918316952632977;0
VAESTLR12016_v1_12491|ID:85466708|;0;0,918980290932909;0
VAESTLR12016_v1_12232|ID:85466449|;0;0,920789882241206;0
VAESTLR12016_v1_12809|ID:85467026|metJ|;0;0,922475911356268;0
VAESTLR12016_v1_12457|ID:85466674|yaaA|;0;0,943807129507782;0
VAESTLR12016_v1_20717|ID:85467877|galE|;0;0,941353154793792;0
VAESTLR12016_v1_30100|ID:85468528|yihA|;0;0,941602857327459;0
VAESTLR12016_v1_20730|ID:85467890|;0;0,928027112540089;0
VAESTLR12016_v1_10163|ID:85464380|glpG|;0;0,928840887743332;0
VAESTLR12016_v1_20230|ID:85467390|;0;0,936345921800878;0
VAESTLR12016_v1_12858|ID:85467075|;0;0,934302703965012;0
VAESTLR12016_v1_12096|ID:85466313|yceF|;0;0,93229447768451;0
VAESTLR12016_v1_20878|ID:85468038|;0;0,932572894148237;0
VAESTLR12016_v1_12275|ID:85466492|;0;0,899134296464507;0
VAESTLR12016_v1_11852|ID:85466069|;0;0,900152419154856;0
VAESTLR12016_v1_12212|ID:85466429|;0;0,892459751260979;0
VAESTLR12016_v1_11483|ID:85465700|;0;0,895823511156425;0
VAESTLR12016_v1_11229|ID:85465446|ybjL|;0;0,896328183555856;0
VAESTLR12016_v1_11966|ID:85466183|;0;0,884409594125938;0
VAESTLR12016_v1_21104|ID:85468264|;0;0,886421213997202;0
VAESTLR12016_v1_11924|ID:85466141|;0;0,887207260756243;0
VAESTLR12016_v1_12254|ID:85466471|b|;0;0,877634695122793;0
VAESTLR12016_v1_12865|ID:85467082|purD|;0;0,873444019627833;0
VAESTLR12016_v1_20711|ID:85467871|;0;0,874954133342891;0
VAESTLR12016_v1_20169|ID:85467329|glpB|;0;0,87583354627817;0
VAESTLR12016_v1_20155|ID:85467315|glpD|;0;0,842092609855755;0
VAESTLR12016_v1_12506|ID:85466723|rsmI|;0;0,843800466820174;0
VAESTLR12016_v1_11846|ID:85466063|;0;0,84412271510911;0
VAESTLR12016_v1_20603|ID:85467763|;0;0,847762001504806;0
VAESTLR12016_v1_12637|ID:85466854|;0;0,849617214206375;0
VAESTLR12016_v1_11620|ID:85465837|;0;0,852979985681327;0
VAESTLR12016_v1_21228|ID:85468388|;0;0,853338852638248;0
VAESTLR12016_v1_20239|ID:85467399|;0;0,866027649291744;0
VAESTLR12016_v1_11251|ID:85465468|hns|;0;0,867604845062318;0
VAESTLR12016_v1_12300|ID:85466517|gloB|;0;0,86856627019726;0
VAESTLR12016_v1_21172|ID:85468332|;0;0,861229434481577;0
VAESTLR12016_v1_12249|ID:85466466|lolB|;0;0,859355243951898;0
VAESTLR12016_v1_11115|ID:85465332|yfbU|;0;0,860008925964861;0
VAESTLR12016_v1_20168|ID:85467328|glpA|;0;0,864236686781021;0
VAESTLR12016_v1_10679|ID:85464896|yjjX|;0;0,862970720988852;0
VAESTLR12016_v1_10174|ID:85464391|;0;0,863459746573601;0
VAESTLR12016_v1_20220|ID:85467380|;4,36277038287834;0;-5,5248796155348
VAESTLR12016_v1_20221|ID:85467381|;3,14867338300907;0;-3,67473458905267
VAESTLR12016_v1_12284|ID:85466501|copA|;2,93619845631259;1,12332734838032;-2,63138401472398
VAESTLR12016_v1_12285|ID:85466502|;3,1031562271713;0,806149210078777;-1,78475759523763
VAESTLR12016_v1_10467|ID:85464684|;5,03624887909099;0;-2,46080567242515
VAESTLR12016_v1_20219|ID:85467379|cusB|;4,62291436099062;0;-1,8353581737458
VAESTLR12016_v1_10469|ID:85464686|;5,0153839351447;0;-1,71769519992149
VAESTLR12016_v1_20217|ID:85467377|;4,13303205416171;0;-1,04239204307154
VAESTLR12016_v1_10491|ID:85464708|;5,03362017051039;0;0
VAESTLR12016_v1_10489|ID:85464706|cusR|;5,16039053899146;0;0
VAESTLR12016_v1_10488|ID:85464705|;4,45451914470942;0;0
VAESTLR12016_v1_20218|ID:85467378|cusA|;4,48891631420103;0;0
VAESTLR12016_v1_10470|ID:85464687|;4,6445866982102;0;0
VAESTLR12016_v1_10472|ID:85464689|copA|;4,81390383367397;0;0
VAESTLR12016_v1_10484|ID:85464701|;8,62437065825399;0;0
VAESTLR12016_v1_10482|ID:85464699|;9,13393095977183;0;0
VAESTLR12016_v1_10483|ID:85464700|;9,56440513470728;0;0
VAESTLR12016_v1_10485|ID:85464702|cusA|;7,34587602639844;0;0
VAESTLR12016_v1_10486|ID:85464703|;7,41298127585458;0;0
VAESTLR12016_v1_10487|ID:85464704|lamB|;6,77347040203814;0;0
VAESTLR12016_v1_10490|ID:85464707|;6,48430167302382;0;0
VAESTLR12016_v1_10473|ID:85464690|;6,25603281461023;0;0
VAESTLR12016_v1_10471|ID:85464688|;6,306497941092;0;0
VAESTLR12016_v1_12547|ID:85466764|barA|;0;-11,3942794964399;0
